activityId,workerId,date,companyName,establishmentName,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateOfRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating,marker
5de4854a88d5b00002571d09,5d9f89dd18bb460002151a1f,2019-12-09,SUPER SAÚDE NUTRI,Verde Mais - Hauer,7,7,7,0.44,0.44,16,16.0,6,,ok
5df6fa5db4ce9e0002fc8bfb,5cc764c5e3cc6f00387529f3,2019-12-23,SUPER SAÚDE NUTRI,Verde Mais - Hauer,0,11,0,0.0,0.69,16,45.0,8,,ok
5e0034d15ce63700025a713c,5cf2d2b730c6300002c4c1a0,2019-12-30,SUPER SAÚDE NUTRI,Verde Mais - Hauer,8,16,8,0.5,1.0,16,9.0,2,,ok
5e096f4e449f25000220dcbb,5dae5fa36b62590002a4cc91,2020-01-06,SUPER SAÚDE NUTRI,Verde Mais - Hauer,8,9,8,0.5,0.56,16,45.0,10,,ok
5e12a9d3c2695f0002219042,5d1eb0ac05834f0002a6f85f,2020-01-13,SUPER SAÚDE NUTRI,Verde Mais - Hauer,8,12,8,0.5,0.75,16,25.0,7,,ok
5e251ee1232f7200028d9be1,5d16487bb67b2200027fd0b0,2020-01-27,SUPER SAÚDE NUTRI,Verde Mais - Hauer,10,16,10,0.63,1.0,16,18.0,2,,ok
5e2e59579ce42a000225e70a,5d1eb0ac05834f0002a6f85f,2020-02-03,SUPER SAÚDE NUTRI,Verde Mais - Hauer,0,16,0,0.0,1.0,16,16.0,8,,ok
5e3793d8da11330002481f10,5d1fa4239445ca0002ad77d8,2020-02-10,SUPER SAÚDE NUTRI,Verde Mais - Hauer,8,13,12,0.5,0.81,16,20.0,5,,ok
5de090cb8aea3100024fd40d,5cc764c5e3cc6f00387529f3,2019-12-06,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,0,12,0,0.0,0.75,16,28.0,4,,ok
5e0eb5476a87df0002ea1e82,5cc764c5e3cc6f00387529f3,2020-01-10,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,0,14,0,0.0,0.88,16,19.0,4,,ok
5e17effc95c0200002262815,5cc764c5e3cc6f00387529f3,2020-01-17,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,0,15,0,0.0,0.94,16,19.0,4,,ok
5e212a65c211200002308ede,5d16487bb67b2200027fd0b0,2020-01-24,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,12,16,12,0.75,1.0,16,24.0,6,,ok
5e2a64f7cc6e360002ce6b6f,5d434aef4cb39500023ccdfc,2020-01-31,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,0,16,0,0.0,1.0,16,24.0,2,,ok
5e339f6f07c84d0002fcb190,5dae645a554d5300020e450d,2020-02-07,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,13,16,13,0.81,1.0,16,21.0,2,,ok
5ddb4ad89a3f3200029f118d,5cbf7e97c988da0039803bfb,2019-12-02,JAYFEX CONSULTING,Supermercados Curitiba - Barigui,2,2,2,0.17,0.17,12,25.0,8,,ok
5dedbfd2ab8c96000292d3af,5dd0aa510ab3830002cda43b,2019-12-16,JAYFEX CONSULTING,Super Boni - Alto Boqueirão,9,9,10,0.75,0.75,12,15.0,4,,ok
5df1b44e0932eb00025eb33f,5de7a14fccd3f400029548b6,2019-12-19,JAYFEX CONSULTING,Super Boni - Alto Boqueirão,9,9,9,0.75,0.75,12,39.0,4,,ok
5dfaeedb01b9640002c1733b,5d1fa4239445ca0002ad77d8,2019-12-26,JAYFEX CONSULTING,Super Boni - Alto Boqueirão,9,9,9,0.75,0.75,12,10.0,4,,ok
5e1be45c222bf5000294cf8f,5d16487bb67b2200027fd0b0,2020-01-20,JAYFEX CONSULTING,Super Boni - Alto Boqueirão,7,8,7,0.58,0.67,12,14.0,3,,ok
5e2913513f5cb300025f5867,5d1fa4239445ca0002ad77d8,2020-01-30,JAYFEX CONSULTING,Super Boni - Alto Boqueirão,7,8,7,0.58,0.67,12,10.0,4,,ok
5ddb4ad8651fb00002ba4590,5db75e9d97eeab0002d66065,2019-12-02,JAYFEX CONSULTING,Super Boni - Bacacheri,9,10,9,0.75,0.83,12,148.0,4,,ok
5de879d0ed0ef5000216f549,5dc2cb035d818b000215db02,2019-12-12,JAYFEX CONSULTING,Super Boni - Bacacheri,0,4,0,0.0,0.33,12,26.0,4,,ok
5dedbfd4ab8c96000292d3b4,5dea5a8b495b9d000273b486,2019-12-16,JAYFEX CONSULTING,Super Boni - Bacacheri,9,12,9,0.75,1.0,12,25.0,4,,ok
5df1b44f0932eb00025eb344,5de83e76a54c920002ca88d2,2019-12-19,JAYFEX CONSULTING,Super Boni - Bacacheri,0,9,0,0.0,0.75,12,9.0,10,,ok
5df6fa619d7845000269f0e3,5dc2cb035d818b000215db02,2019-12-23,JAYFEX CONSULTING,Super Boni - Bacacheri,12,12,12,1.0,1.0,12,14.0,2,,ok
5dfaeee19d95c00002012438,5de93585fbdfee0002c7bb24,2019-12-26,JAYFEX CONSULTING,Super Boni - Bacacheri,9,12,9,0.75,1.0,12,14.0,4,,ok
5e096f6e75889b00024ea250,5dfd21e82954a70002cd4155,2020-01-06,JAYFEX CONSULTING,Super Boni - Bacacheri,12,12,12,1.0,1.0,12,11.0,8,,ok
5e1fd8df189e170002744884,5dea5a8b495b9d000273b486,2020-01-23,JAYFEX CONSULTING,Super Boni - Bacacheri,6,12,5,0.5,1.0,12,8.0,4,,ok
5e251eec227dab00022a56f8,5d434aef4cb39500023ccdfc,2020-01-27,JAYFEX CONSULTING,Super Boni - Bacacheri,10,12,12,0.83,1.0,12,16.0,6,,ok
5e2913523f5cb300025f586c,5dc2cb035d818b000215db02,2020-01-30,JAYFEX CONSULTING,Super Boni - Bacacheri,8,12,8,0.67,1.0,12,9.0,2,,ok
5e057aeea20489000210e026,5d1eb0ac05834f0002a6f85f,2020-01-03,LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,6,11,6,0.55,1.0,11,16.0,6,,ok
5df305d6952c0f000240ac27,5dae645a554d5300020e450d,2019-12-20,LIZER DISTRIBUIDORA,Verde Mais - Xaxim,7,14,7,0.5,1.0,14,,2,,ok
5e17f00977eacb000289d19e,5da71b107fb7170002ad6e33,2020-01-17,LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,9,25,9,0.36,1.0,25,,4,,ok
5df4574bb3cdc1000263b5f8,5d16487bb67b2200027fd0b0,2019-12-21,DR. SCHAR,,24,32,25,0.69,0.91,35,22.0,2,,ok
5dfd91ce21a1750002929549,5d16487bb67b2200027fd0b0,2019-12-28,DR. SCHAR,,25,34,25,0.71,0.97,35,12.0,2,,ok
5e06cc519eafbf000298a335,5d1574b198473f0002f113bc,2020-01-04,DR. SCHAR,,24,35,24,0.69,1.0,35,17.0,2,,ok
5e19416543f54f000283894f,5d16487bb67b2200027fd0b0,2020-01-18,DR. SCHAR,,24,35,24,0.69,1.0,35,17.0,2,,ok
5e227bddbe36830002b91b83,5d1fa4239445ca0002ad77d8,2020-01-25,DR. SCHAR,,25,35,25,0.71,1.0,35,43.0,2,,ok
5e2bb65ef6bb6b00024c8316,5d16487bb67b2200027fd0b0,2020-02-01,DR. SCHAR,,26,35,26,0.74,1.0,35,24.0,2,,ok
5e34f0e0ad32bd0002863927,5d1fa4239445ca0002ad77d8,2020-02-08,DR. SCHAR,,26,32,27,0.74,0.91,35,30.0,2,,ok
5df1b45947d6770002a52828,5de7a14fccd3f400029548b6,2019-12-19,LIZER DISTRIBUIDORA,Supermercado Fuchspan,8,15,10,0.44,0.83,18,59.0,10,,ok
5dfaeedc115f0f0002ae5e40,5d1fa4239445ca0002ad77d8,2019-12-26,LIZER DISTRIBUIDORA,Supermercado Fuchspan,9,18,9,0.5,1.0,18,20.0,6,,ok
5ddc9c4f5886450002a20c3e,5cc764c5e3cc6f00387529f3,2019-12-03,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,0,10,0,0.0,0.43,23,70.0,18,,ok
5de879d0002d630002365e47,5ddd223b81ab6c0002619aba,2019-12-12,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,8,23,8,0.35,1.0,23,103.0,22,,ok
5deb1cd1ab8c960002927c66,5d4752559842d60002d9641d,2019-12-14,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,3,18,3,0.13,0.78,23,43.0,7,,ok
5df1b450b9a66300027175e3,5d4f4c5918d17300029d4c85,2019-12-19,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,11,20,11,0.48,0.87,23,78.0,10,,ok
5dfd91d69f1b4e0002d53dd1,5d4f4c5918d17300029d4c85,2019-12-28,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,16,22,16,0.7,0.96,23,36.0,12,,ok
5e0ac0cab9ee4e000281aae5,5dffe7a0c835730002398fa6,2020-01-07,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,21,16,0.65,0.91,23,75.0,25,,ok
5e0d63f2f74a050002000e50,5d4f4c5918d17300029d4c85,2020-01-09,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,14,23,14,0.61,1.0,23,41.0,12,,ok
5e13fb6c6f2b8c000204312f,5d4f4c5918d17300029d4c85,2020-01-14,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,16,22,16,0.7,0.96,23,62.0,11,,ok
5e169e6bc6758a0002a07fd3,5d4f4c5918d17300029d4c85,2020-01-16,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,23,15,0.65,1.0,23,37.0,8,,ok
5e194161b175400002f57e20,5d4f4c5918d17300029d4c85,2020-01-18,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,13,23,13,0.57,1.0,23,32.0,8,,ok
5e1d35d6c24ac800028c1d95,5d90066411c9fd0002e7e431,2020-01-21,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,10,23,10,0.43,1.0,23,34.0,10,,ok
5e1fd8dfc4267f0002d61eb4,5de7a14fccd3f400029548b6,2020-01-23,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,9,12,12,0.39,0.52,23,42.0,8,,ok
5e2bb64cdd45c40002ac8561,5d0983ec6045c10002f8d5f6,2020-02-01,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,5,23,5,0.22,1.0,23,4.0,4,,ok
5df5a8c73643c40002e6f47c,5d4f4c5918d17300029d4c85,2019-12-22,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,23,15,0.65,1.0,23,27.0,7,,ok
5dfee34334b9060002d5cdef,5d4f4c5918d17300029d4c85,2019-12-29,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,22,15,0.65,0.96,23,23.0,10,,ok
5e23cd50fce1300002d46346,5da3d406f211ae00020e4f7d,2020-01-26,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,18,23,18,0.78,1.0,23,59.0,17,,ok
5e2d07d4981a740002f0d851,5dbb60edcaaa3b000206a06e,2020-02-02,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,0,16,0,0.0,0.7,23,65.0,6,,ok
5de1e25be467d700020f5165,5dba2ec821b78d000233c88e,2019-12-07,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,11,23,11,0.48,1.0,23,,8,,ok
5de5d6df11d6820002b2042a,5cf6c994a68a4d0002e06fdf,2019-12-10,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,10,10,10,0.43,0.43,23,13.0,7,,ok
5de879d1002d630002365e4c,5dcf3afbf177d600020c779c,2019-12-12,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,7,19,7,0.3,0.83,23,42.0,8,,ok
5df1b4510932eb00025eb34e,5cf6c994a68a4d0002e06fdf,2019-12-19,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,8,9,8,0.35,0.39,23,20.0,9,,ok
5df457540d9a760002931a78,5d4f4c5918d17300029d4c85,2019-12-21,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,12,19,13,0.52,0.83,23,162.0,8,,ok
5dfaeed90a4ab800025d5db7,5cf6c994a68a4d0002e06fdf,2019-12-26,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,11,11,11,0.48,0.48,23,20.0,5,,ok
5dfd91dba0d39d0002c3753e,5de7e593d0943c000243b8d8,2019-12-28,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,10,23,10,0.43,1.0,23,40.0,10,,ok
5e06cc56525fda00023ee8da,5de7e593d0943c000243b8d8,2020-01-04,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,10,21,10,0.43,0.91,23,68.0,8,,ok
5e0d63f30881b30002f838a1,5dffe7a0c835730002398fa6,2020-01-09,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,10,10,10,0.43,0.43,23,91.0,20,,ok
5e1006e08b36bf00028c3920,5e0b280078659d00020450df,2020-01-11,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,0,19,3,0.0,0.83,23,105.0,20,,ok
5e13fb6df6c1880002be3c62,5d4f4c5918d17300029d4c85,2020-01-14,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,7,22,7,0.3,0.96,23,,8,,ok
5e169e6c617e060002ffa1b7,5d408d8458eaca000236cc3e,2020-01-16,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,10,23,10,0.43,1.0,23,29.0,5,,ok
5e19416a739fb900026c6d4f,5dae5fa36b62590002a4cc91,2020-01-18,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,9,20,10,0.39,0.87,23,140.0,10,,ok
5e2670579855ca00026d051d,5df446bd0068820002871100,2020-01-28,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,8,20,8,0.35,0.87,23,148.0,10,,ok
5e2bb665f631480002717b35,5d0983ec6045c10002f8d5f6,2020-02-01,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,8,23,8,0.35,1.0,23,19.0,4,,ok
5e2faacd44409d0002dc50fb,5dd2a665849da70002026762,2020-02-04,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,6,21,6,0.26,0.91,23,96.0,12,,ok
5e34f0df9861d6000221d368,5e1de308d35962000264d677,2020-02-08,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,19,21,19,0.83,0.91,23,22.0,10,,ok
5e38e5611ad7d0000293997b,5e13bb63825c400002e87ee7,2020-02-11,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,11,22,11,0.48,0.96,23,92.0,8,,ok
5dd9f96ea9da250002281ddd,5d5592f1908c800002a39c3f,2019-12-01,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,13,23,13,0.57,1.0,23,14.0,2,,ok
5df5a8cf3643c40002e6f481,5d4ca3dd8584f200027201be,2019-12-22,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,6,12,7,0.26,0.52,23,167.0,4,,ok
5e1a92ccb7ed360002a5b864,5dd2a665849da70002026762,2020-01-19,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,7,10,8,0.3,0.43,23,19.0,11,,ok
5e23cd51151f4e00028ffdc8,5d6a67e857564a000280bcd4,2020-01-26,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,3,23,3,0.13,1.0,23,31.0,20,,ok
5ddb4acf4d57d30002ebdb48,5d9490d3e200bb0002073e01,2019-12-02,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,0,23,0,0.0,1.0,23,51.0,10,,ok
5dddedd927fb88000202d365,5d137415548651000251a699,2019-12-04,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,7,8,8,0.3,0.35,23,20.0,10,,ok
5de090cc0aa2db000223efea,5dd55e22d49b8e0002893a62,2019-12-06,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,14,23,14,0.61,1.0,23,59.0,6,,ok
5de72852fa31930002b9fe24,5de80b7e97e4240002df9ea4,2019-12-11,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,0,0,0,0.0,0.0,23,,0,,ok
5e0034d12b266f0002a0a9ed,5def565134b96c0002a2071d,2019-12-30,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,12,23,12,0.52,1.0,23,37.0,17,,ok
5e096f62aef44c0002b355e8,5def565134b96c0002a2071d,2020-01-06,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,12,23,12,0.52,1.0,23,22.0,12,,ok
5e0c124e06805300024486d0,5def565134b96c0002a2071d,2020-01-08,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,12,23,12,0.52,1.0,23,18.0,12,,ok
5e0eb547352edb00022fb24b,5dfa6d413add2d00027d7ecd,2020-01-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,9,23,10,0.39,1.0,23,17.0,5,,ok
5e12a9ef52549f00025accb3,5d9490d3e200bb0002073e01,2020-01-13,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,0,7,0,0.0,0.3,23,12.0,6,,ok
5e17f005a1d2a800025981e0,5de2999e585cc6000210ad6c,2020-01-17,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,12,23,12,0.52,1.0,23,50.0,5,,ok
5e1be45a222bf5000294cf8a,5de2999e585cc6000210ad6c,2020-01-20,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,12,23,12,0.52,1.0,23,67.0,14,,ok
5e1e87572026010002bf6e31,5e076de374d8df0002d03163,2020-01-22,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,12,23,12,0.52,1.0,23,41.0,15,,ok
5e212a64da1a33000256d34c,5de2999e585cc6000210ad6c,2020-01-24,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,10,23,10,0.43,1.0,23,46.0,12,,ok
5e251ed49945c60002dc50e6,5e076de374d8df0002d03163,2020-01-27,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,11,23,11,0.48,1.0,23,20.0,18,,ok
5e27c1e81b85e90002b796b8,5de2999e585cc6000210ad6c,2020-01-29,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,9,23,9,0.39,1.0,23,63.0,12,,ok
5e2a64dc1fe95a0002640d70,5e076de374d8df0002d03163,2020-01-31,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,10,22,10,0.43,0.96,23,37.0,14,,ok
5e339f54ad32bd0002862d27,5df929b0739f8a00029be468,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,6,6,7,0.26,0.26,23,20.0,8,,ok
5e3793d826cb0e000297fb16,5e076de374d8df0002d03163,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,9,19,11,0.39,0.83,23,37.0,12,,ok
5ddb4ad14d57d30002ebdb4d,5d9490d3e200bb0002073e01,2019-12-02,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,7,7,9,0.3,0.3,23,218.0,8,,ok
5de9cb648e6bd10002471245,5d9490d3e200bb0002073e01,2019-12-13,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,3,8,4,0.13,0.35,23,152.0,11,,ok
5df062d13f23ee0002db7532,5d9490d3e200bb0002073e01,2019-12-18,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,2,7,2,0.09,0.3,23,246.0,9,,ok
5df305dc3b03610002b6a979,5d0c153429889a000276ed1e,2019-12-20,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,4,18,4,0.17,0.78,23,23.0,2,,ok
5dfc40541a424a000284cbe5,5d0c153429889a000276ed1e,2019-12-27,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,3,20,3,0.13,0.87,23,5.0,2,,ok
5e0034d76337f70002c63e71,5d9490d3e200bb0002073e01,2019-12-30,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,2,18,2,0.09,0.78,23,168.0,8,,ok
5e057ae4d4df8f00020e078b,5df929b0739f8a00029be468,2020-01-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,7,7,0,0.3,0.3,23,46.0,12,,ok
5e0c124f863ca90002211e67,5d137415548651000251a699,2020-01-08,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,4,4,4,0.17,0.17,23,24.0,14,,ok
5e0eb558352edb00022fb250,5dfa6d413add2d00027d7ecd,2020-01-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,5,7,8,0.22,0.3,23,32.0,4,,ok
5e12a9f0585e270002720ddc,5d9490d3e200bb0002073e01,2020-01-13,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,0,14,0,0.0,0.61,23,26.0,3,,ok
5e17f006d18dfa00026f9d1e,5e076de374d8df0002d03163,2020-01-17,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,9,19,10,0.39,0.83,23,41.0,22,,ok
5e1be45b8b903300021e80de,5dfa6d413add2d00027d7ecd,2020-01-20,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,8,16,9,0.35,0.7,23,67.0,6,,ok
5e212a66da1a33000256d351,5de2999e585cc6000210ad6c,2020-01-24,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,10,18,11,0.43,0.78,23,70.0,14,,ok
5e251ed412ce1e0002ca1b75,5de5665b64db250002bcc2ad,2020-01-27,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,0,23,0,0.0,1.0,23,7.0,2,,ok
5e27c1e998fe3700028330be,5dd58db3ea8bb1000212e5c3,2020-01-29,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,4,15,4,0.17,0.65,23,15.0,0,,ok
5e2a64f2cc6e360002ce6b4c,5de5665b64db250002bcc2ad,2020-01-31,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,0,18,0,0.0,0.78,23,29.0,7,,ok
5e2e59674eeee20002986117,5de2999e585cc6000210ad6c,2020-02-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,6,19,6,0.26,0.83,23,43.0,18,,ok
5e339f5dad32bd0002862d2c,5e076de374d8df0002d03163,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,8,19,8,0.35,0.83,23,32.0,17,,ok
5e3793d826cb0e000297fb1b,5dfa6d413add2d00027d7ecd,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,9,19,9,0.39,0.83,23,24.0,4,,ok
5ddb4ad14d57d30002ebdb52,5dd55e22d49b8e0002893a62,2019-12-02,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,10,23,9,0.43,1.0,23,75.0,14,,ok
5dddedda27fb88000202d36f,5dd55e22d49b8e0002893a62,2019-12-04,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,9,23,9,0.39,1.0,23,112.0,16,,ok
5de728568ef8820002a63250,5dd55e22d49b8e0002893a62,2019-12-11,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,7,23,7,0.3,1.0,23,80.0,10,,ok
5de9cb655dbd9700022d6932,5dd55e22d49b8e0002893a62,2019-12-13,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,8,23,8,0.35,1.0,23,26.0,10,,ok
5dedbfdb746486000268857f,5dd55e22d49b8e0002893a62,2019-12-16,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,48.0,10,,ok
5df062d23f23ee0002db7537,5dd55e22d49b8e0002893a62,2019-12-18,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,8,23,8,0.35,1.0,23,53.0,9,,ok
5df305de3b03610002b6a97e,5dd55e22d49b8e0002893a62,2019-12-20,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,7,23,7,0.3,1.0,23,30.0,8,,ok
5dfc40546b25e500022d68ce,5dd55e22d49b8e0002893a62,2019-12-27,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,7,23,7,0.3,1.0,23,50.0,8,,ok
5e0034d82b266f0002a0a9f2,5d9490d3e200bb0002073e01,2019-12-30,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,1,15,1,0.04,0.65,23,22.0,6,,ok
5e057ae5d4df8f00020e0790,5d9490d3e200bb0002073e01,2020-01-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,2,14,2,0.09,0.61,23,11.0,8,,ok
5e096f6bb6b7300002b9479e,5dd55e22d49b8e0002893a62,2020-01-06,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,7,23,7,0.3,1.0,23,33.0,8,,ok
5e0c1250863ca90002211e6c,5dd55e22d49b8e0002893a62,2020-01-08,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,60.0,8,,ok
5e0eb55a352edb00022fb255,5df929b0739f8a00029be468,2020-01-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,0,0,0,0.0,0.0,23,17.0,10,,ok
5e154cfca527490002634389,5dd55e22d49b8e0002893a62,2020-01-15,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,12.0,6,,ok
5e1be45c8b903300021e80e3,5dd55e22d49b8e0002893a62,2020-01-20,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,113.0,8,,ok
5e1e87672026010002bf6e36,5dd55e22d49b8e0002893a62,2020-01-22,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,5,23,5,0.22,1.0,23,43.0,4,,ok
5e212a66da1a33000256d356,5dd55e22d49b8e0002893a62,2020-01-24,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,13.0,4,,ok
5e251ed612ce1e0002ca1b7a,5d0c153429889a000276ed1e,2020-01-27,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,4,18,4,0.17,0.78,23,8.0,2,,ok
5e2a64f29898d8000244358c,5de2999e585cc6000210ad6c,2020-01-31,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,3,23,3,0.13,1.0,23,217.0,20,,ok
5e2e59687f04aa00020f3152,5dd55e22d49b8e0002893a62,2020-02-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,5,23,5,0.22,1.0,23,106.0,7,,ok
5e30fc6749faa8000276fcf7,5dd55e22d49b8e0002893a62,2020-02-05,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,3,23,3,0.13,1.0,23,42.0,6,,ok
5e339f637c34ee0002255202,5df929b0739f8a00029be468,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,0,0,1,0.0,0.0,23,11.0,12,,ok
5e3793da26cb0e000297fb20,5dd55e22d49b8e0002893a62,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,3,23,3,0.13,1.0,23,19.0,6,,ok
