activityId;workerId;date;companyName;establishmentName;numberOfRuptures;numberProductsOutStorage;numberProductsOutShelf;rateRuptures;rateOutStorage;mixSize;duration;numberOfPictures;averageRating;marker
ObjectId(5e0c1257a472490002322d0d);5e0775a174d8df0002d039c3;08/01/2020;NOVA ALIANÇA;Super Muffato - Cascavel - Comercial;6;7;6;0.5;0.58;12;36.0;10;2;1
ObjectId(5e0d63f72768000002ddbc3d);5e076de374d8df0002d03163;09/01/2020;NOVA ALIANÇA;Super Muffato - Ponta Grossa - Uvaranas;0;0;0;0.0;0.0;12;;0;1;1
ObjectId(5e18aff1bce62f00028b265b);5df0f157585efe000206b2ef;13/01/2020;NOVA ALIANÇA;Max Atacadista - São José dos Pinhais - Afonso Pena;5;8;9;0.42;0.67;12;9.0;4;1;1
ObjectId(5e18aff1bce62f00028b2660);5df0f157585efe000206b2ef;15/01/2020;NOVA ALIANÇA;Max Atacadista - São José dos Pinhais - Afonso Pena;0;10;4;0.0;0.83;12;20.0;12;2;1
ObjectId(5dd604dfa61f4d000269dae5);5dd2141d62474900027e426c;28/11/2019;LOHN BIER;Mercadorama - Curitiba - Comendador Araújo;7;11;7;0.58;0.92;12;15.0;2;2;1
ObjectId(5e0d63cf399b0500023f207c);5d1b4c5886c7bb0002d46563;09/01/2020;LOHN BIER;TodoDia - Araucária;12;12;12;1.0;1.0;12;7.0;4;1;1
ObjectId(5df7cddb0a8fa80002757a78);5d94b47d7574da0002e493d5;17/12/2019;LATICÍNIOS HECKE;Big - Curitiba - Santa Felicidade;0;0;2;0.0;0.0;3;19.0;6;2;1
ObjectId(5df7cddd8efe1900027ebed8);5de43e99fe98a30002a2c9da;17/12/2019;LATICÍNIOS HECKE;Big - Curitiba - Av. Paraná;2;3;2;0.67;1.0;3;96.0;2;2;1
ObjectId(5e20bccbd6f69a00028aa0ac);5e18cfe23a580e0002564dde;20/01/2020;LATICÍNIOS HECKE;Mercadorama - Curitiba - Rebouças;0;3;0;0.0;1.0;3;20.0;4;1;1
ObjectId(5dcda0aacfeb630002008ddb);5da71b107fb7170002ad6e33;20/11/2019;MOINHO DO NORDESTE;Condor - Campo Largo - Centro;0;0;0;0.0;0.0;3;12.0;6;2;1
ObjectId(5dcda205ea263800024f5617);5d582abaec3abb0002e5f679;20/11/2019;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;0;0;0.0;0.0;3;4.0;4;1;1
ObjectId(5dcda3507b6e8800028fc7ef);5d2b478afee3f400023e27af;20/11/2019;MOINHO DO NORDESTE;Condor -  Paranaguá - Centro;0;2;0;0.0;0.67;3;10.0;4;2;1
ObjectId(5dd208d274a47b0002be8844);5d137415548651000251a699;22/11/2019;MOINHO DO NORDESTE;Condor - Ponta Grossa - Jd. Carvalho;0;0;0;0.0;0.0;3;12.0;8;1;1
ObjectId(5dd208d674a47b0002be884e);5dc1da1d25f9b30002e49721;22/11/2019;MOINHO DO NORDESTE;Condor - Ponta Grossa - Oficinas;0;0;0;0.0;0.0;3;15.0;4;2;1
ObjectId(5dd2090674a47b0002be8929);5ce92798b9a0660034752df0;22/11/2019;MOINHO DO NORDESTE;Condor - Araucária - BR;0;0;0;0.0;0.0;3;8.0;4;2;1
ObjectId(5dd209c474a47b0002be8ad3);5d582abaec3abb0002e5f679;23/11/2019;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;0;0;0.0;0.0;3;15.0;4;1;1
ObjectId(5dd209c874a47b0002be8ae0);5d92968fdaf6080002375e8e;23/11/2019;MOINHO DO NORDESTE;Condor - Ponta Grossa - Uvaranas;0;2;1;0.0;0.67;3;11.0;4;2;1
ObjectId(5dd4bd6f5c11a00002447d04);5bda49454378d99c28e4e1b6;27/11/2019;MOINHO DO NORDESTE;Condor - Curitiba - Ahú;2;2;0;0.67;0.67;3;12.0;4;1;1
ObjectId(5dd4bd765c11a00002447d36);5db75e9d97eeab0002d66065;27/11/2019;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;0;0;0.0;0.0;3;164.0;6;1;1
ObjectId(5dd604daa7e9bf0002decc9f);5d2b478afee3f400023e27af;28/11/2019;MOINHO DO NORDESTE;Condor -  Paranaguá - Centro;1;1;1;0.33;0.33;3;3.0;4;2;1
ObjectId(5de174f2effe3500021867b9);5d54c7b7412b660002d5a1e9;30/11/2019;MOINHO DO NORDESTE;Condor -  Maringá - Av. Colombo;0;1;0;0.0;0.33;3;39.0;4;2;1
ObjectId(5de1757c8608640002367bec);5d0983ec6045c10002f8d5f6;03/12/2019;MOINHO DO NORDESTE;Condor -  Campo Largo - Loteamento São José;0;3;0;0.0;1.0;3;22.0;4;2;1
ObjectId(5de175928608640002367c3f);5d1574b198473f0002f113bc;30/11/2019;MOINHO DO NORDESTE;Condor -  Araucária - Bairro Costeira;0;2;0;0.0;0.67;3;9.0;4;2;1
ObjectId(5de1e2868f5e96000267940e);5d1a7dc30efc3e0002a1ef59;07/12/2019;MOINHO DO NORDESTE;Condor - Curitiba - Wenceslau Braz;1;2;1;0.33;0.67;3;19.0;4;1;1
ObjectId(5de4854ddadc2c000276348c);5dd937f284c8500002ce188a;09/12/2019;MOINHO DO NORDESTE;Condor -  Araucária - Bairro Costeira;0;1;0;0.0;0.33;3;42.0;16;1;1
ObjectId(5de48577466e04000297fd77);5d9f89dd18bb460002151a1f;09/12/2019;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;1;1;0.0;0.33;3;6.0;4;2;1
ObjectId(5de5d70211d6820002b20484);5dcc1b432d4ff20002da7cd0;10/12/2019;MOINHO DO NORDESTE;Condor - Araucária - BR;2;2;2;0.67;0.67;3;59.0;4;2;1
ObjectId(5de9cb7e8e6bd10002471272);5dd984d384c8500002ce4d5b;13/12/2019;MOINHO DO NORDESTE;Condor - Curitiba - São Braz;0;0;0;0.0;0.0;3;50.0;4;2;1
ObjectId(5deb1ce6ab8c960002927caa);5d2b478afee3f400023e27af;14/12/2019;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;0;0;0.0;0.0;3;8.0;11;2;1
ObjectId(5dedbfdfab8c96000292d404);5de3d6c048d3f900024ea7e3;16/12/2019;MOINHO DO NORDESTE;Condor - Curitiba - Marechal;0;1;0;0.0;0.33;3;;4;2;1
ObjectId(5dedbffaab8c96000292d443);5de71d91c46ae70002e5e4eb;16/12/2019;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Centro;2;2;2;0.67;0.67;3;56.0;12;2;1
ObjectId(5def1157c940d800024fc2fc);5d3b730d10daa000027a7cbc;17/12/2019;MOINHO DO NORDESTE;Condor - Curitiba - Pinheirinho;1;1;1;0.33;0.33;3;8.0;4;2;1
ObjectId(5e0eb572352edb00022fb26e);5e1111c598775b0002236820;10/01/2020;MOINHO DO NORDESTE;Condor -  Campo Mourão;1;1;1;0.33;0.33;3;40.0;6;2;1
ObjectId(5e13fb62baa1fa0002536192);5e1358ad5e8047000201a429;14/01/2020;MOINHO DO NORDESTE;Condor -  Campo Mourão;0;0;0;0.0;0.0;3;12.0;10;2;1
ObjectId(5de48559c5cc690002c5b089);5dd8357ae4d96d00024dac8b;09/12/2019;NOVILHO NOBRE (CÂMARA FRIA);Walmart - Curitiba - Juvevê;1;3;1;0.33;1.0;3;34.0;6;2;1
ObjectId(5ddeb430264357000208b702);5dc8bc4b1d748d00029a51cb;29/11/2019;NOVILHO NOBRE (CÂMARA FRIA);Rio Verde - Fazendão;6;6;6;0.75;0.75;8;38.0;2;2;1
ObjectId(5de9cb59d74e570002a6967f);5d434aef4cb39500023ccdfc;13/12/2019;NOVILHO NOBRE (CÂMARA FRIA);Rio Verde - Oliveira;8;8;0;1.0;1.0;8;18.0;3;2;1
ObjectId(5dfc40626b25e500022d6918);5dc2cb035d818b000215db02;27/12/2019;NOVILHO NOBRE (CÂMARA FRIA);Rio Verde - Veríssimo;8;8;8;1.0;1.0;8;6.0;2;2;1
ObjectId(5e1be468365f5c000248d27b);5e12b22c540dfd00020adcbd;20/01/2020;NOVILHO NOBRE (CÂMARA FRIA);Rio Verde - Rodovia;7;8;7;0.88;1.0;8;4.0;2;1;1
ObjectId(5e1be4838b903300021e8113);5d1574b198473f0002f113bc;20/01/2020;NOVILHO NOBRE (CÂMARA FRIA);Harger - Araucária;8;8;8;1.0;1.0;8;4.0;2;2;1
ObjectId(5de01cfc459a2b00027043a0);5dbb6b642fa4290002c44030;03/12/2019;DOM ELISEO;Condor - São José dos Pinhais - Rua Joinville;2;5;4;0.29;0.71;7;37.0;8;1;1
ObjectId(5de01cfc5b26830002575104);5db75e9d97eeab0002d66065;03/12/2019;DOM ELISEO;Condor - Pinhais - Av. Iraí;1;5;1;0.14;0.71;7;35.0;6;1;1
ObjectId(5de01cfcf4bc400002b82bf4);5ce897b9b9a066003474ac32;03/12/2019;DOM ELISEO;Condor -  Paranaguá - Raia;2;2;2;0.29;0.29;7;45.0;4;2;1
ObjectId(5de01cfd1f66ac0002fea186);5db75e9d97eeab0002d66065;03/12/2019;DOM ELISEO;Condor - Pinhais - Av. Jacob Macanhan;1;5;2;0.14;0.71;7;29.0;6;1;1
ObjectId(5de01cfdf4bc400002b82bf9);5d99276cbcbdb3000288059b;03/12/2019;DOM ELISEO;Condor - Curitiba - Ahú;1;5;2;0.14;0.71;7;46.0;10;2;1
ObjectId(5de01cfe0affdd000251b74d);5d214ecd3cc3870002993d43;03/12/2019;DOM ELISEO;Condor -  Maringá  - Av. Paranà;3;6;3;0.43;0.86;7;15.0;8;1;1
ObjectId(5de01d01032f310002a6738f);5d1261293186bb0002e229e8;03/12/2019;DOM ELISEO;Condor -  Campo Largo - Loteamento São José;5;5;5;0.71;0.71;7;84.0;40;2;1
ObjectId(5de01d018247c20002e03633);5d99276cbcbdb3000288059b;03/12/2019;DOM ELISEO;Condor - Almirante Tamandaré - Alto Pinheiros;2;5;3;0.29;0.71;7;27.0;6;1;1
ObjectId(5de01d0289bc9c000295fe7e);5dab3bb5d70768000295214d;03/12/2019;DOM ELISEO;Condor - Ponta Grossa - Uvaranas;5;5;5;0.71;0.71;7;44.0;4;1;1
ObjectId(5de01d02a4f6fe0002d0fd71);5d1261293186bb0002e229e8;03/12/2019;DOM ELISEO;Condor - Campo Largo - Centro;5;6;5;0.71;0.86;7;147.0;8;1;1
ObjectId(5de01dbe5eb99a00022d1399);5dac8debabdc4d00022b52fb;03/12/2019;DOM ELISEO;Condor - Curitiba - Campo Comprido;4;7;4;0.57;1.0;7;;10;2;1
ObjectId(5de090d78aea3100024fd43f);5cf2d2b730c6300002c4c1a0;06/12/2019;DOM ELISEO;Condor - São José dos Pinhais - Rua Joinville;2;5;2;0.29;0.71;7;27.0;4;2;1
ObjectId(5de090d88aea3100024fd444);5cf2d2b730c6300002c4c1a0;06/12/2019;DOM ELISEO;Condor - São José dos Pinhais - Centro;2;6;2;0.29;0.86;7;14.0;4;2;1
ObjectId(5de090e730b70600026be1dd);5d54c7b7412b660002d5a1e9;06/12/2019;DOM ELISEO;Condor -  Maringá  - Av. Paranà;3;6;3;0.43;0.86;7;;7;1;1
ObjectId(5de091017b6ee900029501c3);5ce9c746b9a0660034769abd;06/12/2019;DOM ELISEO;Condor - Curitiba - Santa Cândida;4;6;4;0.57;0.86;7;56.0;0;1;1
ObjectId(5de091070d21de0002dcacf9);5dba2ec821b78d000233c88e;06/12/2019;DOM ELISEO;Condor - Curitiba - Brasília;0;0;0;0.0;0.0;7;;0;1;1
ObjectId(5de5d6d03ca0cd0002f4b17a);5ce9c746b9a0660034769abd;10/12/2019;DOM ELISEO;Condor - São José dos Pinhais - Rua Joinville;5;6;5;0.71;0.86;7;176.0;9;1;1
ObjectId(5de5d6d13ca0cd0002f4b17f);5cf2d2b730c6300002c4c1a0;10/12/2019;DOM ELISEO;Condor - São José dos Pinhais - Centro;1;6;1;0.14;0.86;7;13.0;4;2;1
ObjectId(5de5d6e15280970002068473);5d9490d3e200bb0002073e01;10/12/2019;DOM ELISEO;Condor - Ponta Grossa - Uvaranas;1;1;2;0.14;0.14;7;9.0;4;2;1
ObjectId(5de5d6e42cd5b500028460f9);5dcd1e4497f3a60002d3bcff;10/12/2019;DOM ELISEO;Condor - Pinhais - Av. Jacob Macanhan;5;6;5;0.71;0.86;7;29.0;6;2;1
ObjectId(5de5d6e52cd5b500028460fe);5d2b478afee3f400023e27af;10/12/2019;DOM ELISEO;Condor -  Paranaguá - Raia;2;2;3;0.29;0.29;7;11.0;3;2;1
ObjectId(5de5d6ec98464e00020df078);5d8b89ff96251600029c5566;10/12/2019;DOM ELISEO;Condor -  Londrina;5;7;5;0.71;1.0;7;9.0;4;2;1
ObjectId(5de5d6f398464e00020df082);5d1b4c5886c7bb0002d46563;10/12/2019;DOM ELISEO;Condor -  Araucária - Bairro Costeira;6;6;6;0.86;0.86;7;36.0;2;1;1
ObjectId(5de5d6f620ec0100020ce5a8);5dc316d4455d6a0002dfab27;10/12/2019;DOM ELISEO;Condor - Curitiba - São Braz;4;6;4;0.57;0.86;7;83.0;2;1;1
ObjectId(5de5d6fd11d6820002b2047a);5cc764c5e3cc6f00387529f3;10/12/2019;DOM ELISEO;Condor - Curitiba - Torres;0;6;0;0.0;0.86;7;10.0;4;2;1
ObjectId(5def116284a6a60002a1e705);5dc1e88767625a0002d06324;17/12/2019;DOM ELISEO;Condor - Ponta Grossa - Jd. Carvalho;2;6;2;0.29;0.86;7;50.0;8;2;1
ObjectId(5def1163c938410002249a71);5d137415548651000251a699;17/12/2019;DOM ELISEO;Condor - Ponta Grossa - Centro;5;5;5;0.71;0.71;7;12.0;4;2;1
ObjectId(5def1166c938410002249a8a);5ce897b9b9a066003474ac32;17/12/2019;DOM ELISEO;Condor -  Paranaguá - Centro;3;3;3;0.43;0.43;7;47.0;4;2;1
ObjectId(5def116ac938410002249aa3);5d669adf3a6c7e0002b841f0;17/12/2019;DOM ELISEO;Condor -  Londrina;1;2;1;0.14;0.29;7;66.0;6;2;1
ObjectId(5def1173c938410002249ab7);5df0b95206aede000231a97e;17/12/2019;DOM ELISEO;Condor - Almirante Tamandaré - Alto Pinheiros;0;0;0;0.0;0.0;7;33.0;2;1;1
ObjectId(5def117784a6a60002a1e755);5cf6c994a68a4d0002e06fdf;17/12/2019;DOM ELISEO;Condor - Curitiba - São Braz;3;4;3;0.43;0.57;7;35.0;4;2;1
ObjectId(5def117884a6a60002a1e75a);5dae5fa36b62590002a4cc91;17/12/2019;DOM ELISEO;Condor - Curitiba - Marechal;2;6;2;0.29;0.86;7;67.0;6;2;1
ObjectId(5def117d84a6a60002a1e76e);5dae1bdcfd8abd000253b680;17/12/2019;DOM ELISEO;Condor - Curitiba - Champagnat;3;3;6;0.43;0.43;7;97.0;7;2;1
ObjectId(5def117fc938410002249b01);5da5f89c3778a80002097293;17/12/2019;DOM ELISEO;Condor - Curitiba - Novo Mundo;4;7;4;0.57;1.0;7;33.0;8;2;1
ObjectId(5def118484a6a60002a1e78a);5d5fbce49e62520002c27190;17/12/2019;DOM ELISEO;Condor - Curitiba - Cristo Rei;2;2;2;0.29;0.29;7;33.0;10;1;1
ObjectId(5e0186555a7887000215f997);5dbcd300677cf500027903a3;31/12/2019;DOM ELISEO;Condor - Joinville - Itaum;3;7;3;0.43;1.0;7;34.0;4;1;1
ObjectId(5e0ac0d2a77dba0002a1757a);5e02a77afdf6490002cac230;07/01/2020;DOM ELISEO;Condor - Joinville - Itaum;1;5;5;0.14;0.71;7;50.0;4;1;1
ObjectId(5e0f741eb1877a0002b7312d);5dfa6d413add2d00027d7ecd;04/01/2020;DOM ELISEO;Condor - Ponta Grossa - Uvaranas;4;4;4;0.57;0.57;7;26.0;4;2;1
ObjectId(5e0f741f86746f0002b2c55f);5d0c153429889a000276ed1e;04/01/2020;DOM ELISEO;Condor - Ponta Grossa - Jd. Carvalho;3;6;3;0.43;0.86;7;26.0;2;1;1
ObjectId(5e0f7424c24093000272724d);5cf2d2b730c6300002c4c1a0;04/01/2020;DOM ELISEO;Condor - Curitiba - Torres;2;5;2;0.29;0.71;7;23.0;6;1;1
ObjectId(5e0f742786746f0002b2c56c);5ce9c746b9a0660034769abd;04/01/2020;DOM ELISEO;Condor - Curitiba - Nilo Peçanha;2;4;3;0.29;0.57;7;70.0;5;2;1
ObjectId(5e0f743186746f0002b2c576);5d1eb0ac05834f0002a6f85f;04/01/2020;DOM ELISEO;Condor - Curitiba - Brasília;3;6;3;0.43;0.86;7;57.0;6;2;1
ObjectId(5e0f7431c24093000272725c);5d4752559842d60002d9641d;04/01/2020;DOM ELISEO;Condor - Curitiba - Boa Vista;1;1;2;0.14;0.14;7;;9;2;1
ObjectId(5e0f743386746f0002b2c57b);5d0983ec6045c10002f8d5f6;04/01/2020;DOM ELISEO;Condor -  Campo Largo - Loteamento São José;5;5;5;0.71;0.71;7;73.0;2;1;1
ObjectId(5e0f7433b1877a0002b73155);5da9244397fc8600020d7556;04/01/2020;DOM ELISEO;Condor - Colombo - Maracanã;2;6;2;0.29;0.86;7;7.0;6;2;1
ObjectId(5e0f7435c240930002727266);5de7a14fccd3f400029548b6;04/01/2020;DOM ELISEO;Condor -  Araucária - Bairro Costeira;2;6;3;0.29;0.86;7;30.0;4;2;1
ObjectId(5de6c37dfa31930002b99fc5);5d557a20f880f500027c0405;09/12/2019;LATINEX;Ítalo - Foz do Iguaçu - Petropolis;0;86;0;0.0;1.0;86;25.0;2;1;1
ObjectId(5de9cb52d74e570002a69657);5d557a20f880f500027c0405;13/12/2019;LATINEX;Ítalo - Foz do Iguaçu - Centro;0;86;0;0.0;1.0;86;23.0;2;2;1
ObjectId(5de9cb557ec6d30002e1b5f4);5d557a20f880f500027c0405;13/12/2019;LATINEX;Ítalo - Foz do Iguaçu - Republica;0;86;0;0.0;1.0;86;20.0;2;1;1
ObjectId(5df305dd16cda700026429b6);5d88ea916a4733000286f490;20/12/2019;LATINEX;Ítalo - Foz do Iguaçu - Petropolis;79;80;80;0.92;0.93;86;28.0;4;1;1
ObjectId(5e057ae4f962ed00022a68a0);5d557a20f880f500027c0405;03/01/2020;LATINEX;Ítalo - Foz do Iguaçu - Centro;0;86;0;0.0;1.0;86;13.0;2;1;1
ObjectId(5e17f005d18dfa00026f9d19);5d28c1bc97da550002be5273;17/01/2020;LATINEX;Italo - Curitiba;47;86;47;0.55;1.0;86;27.0;2;2;1
ObjectId(5e1be468c9fe2f0002bc6d59);5e0dd7e74248b10002c6747a;20/01/2020;LATINEX;Ítalo - Foz do Iguaçu - Petropolis;55;83;55;0.64;0.97;86;40.0;6;2;1
ObjectId(5dee77fa48338a000230e46a);5dcaa66691b4c200023a6225;10/12/2019;ROOTS TO GO;Condor - Curitiba - Santa Quitéria;2;5;2;0.4;1.0;5;20.0;2;2;1
ObjectId(5dee77fb5da41800021f7df0);5de50a1a1810660002f4575c;13/12/2019;ROOTS TO GO;Condor - Curitiba - João Bettega;0;1;0;0.0;0.2;5;18.0;8;1;1
ObjectId(5dee77fd05a4c800029a860d);5dd8357ae4d96d00024dac8b;13/12/2019;ROOTS TO GO;Condor - Pinhais - Av. Jacob Macanhan;0;0;0;0.0;0.0;5;19.0;6;2;1
ObjectId(5deab879c207a60002256346);5cc764c5e3cc6f00387529f3;09/12/2019;CARMELA CHOCOLATES;Walmart - Curitiba - Juvevê;0;0;0;0.0;0.0;1;17.0;12;1;1
ObjectId(5df01159435a7a0002836208);5dc9bfcce3cf360002bf378b;11/12/2019;VERDE MAIS HAUER;Verde Mais - Hauer;0;0;0;0.0;0.0;39;;18;2;1
ObjectId(5df0115a435a7a000283620d);5dc8bc4b1d748d00029a51cb;12/12/2019;VERDE MAIS HAUER;Verde Mais - Hauer;0;0;0;0.0;0.0;39;178.0;6;1;1
ObjectId(5df01190435a7a000283622a);5dc8bc4b1d748d00029a51cb;12/12/2019;VERDE MAIS HAUER;Verde Mais - Hauer;0;0;0;0.0;0.0;39;36.0;21;2;1
ObjectId(5df011c7435a7a0002836276);5dba2ec821b78d000233c88e;12/12/2019;VERDE MAIS HAUER;Verde Mais - Xaxim;0;0;0;0.0;0.0;39;23.0;23;2;1
ObjectId(5df8e4220599b300020c6be0);5cf2d2b730c6300002c4c1a0;19/12/2019;WAY BEER;Tissi - Campo Comprido;6;13;6;0.46;1.0;13;6.0;2;2;1
ObjectId(5df8e422adedd60002d37b3b);5cf2d2b730c6300002c4c1a0;19/12/2019;WAY BEER;Tissi - Cotolengo;3;13;3;0.23;1.0;13;6.0;2;2;1
ObjectId(5df8e4230df3b000025a762f);5cf2d2b730c6300002c4c1a0;19/12/2019;WAY BEER;Tissi - Guaira;8;13;8;0.62;1.0;13;5.0;4;1;1
ObjectId(5e1fd8cbc4267f0002d61ea0);5de7e593d0943c000243b8d8;23/01/2020;WAY BEER;Tissi - Cotolengo;2;13;2;0.15;1.0;13;11.0;4;1;1
ObjectId(5e29df98a1165a00029e33be);5d16487bb67b2200027fd0b0;30/01/2020;WAY BEER;Tissi - Guaira;9;13;9;0.69;1.0;13;13.0;4;1;1
ObjectId(5e29df69a1165a00029e33a4);5de3ba0a48d3f900024e9fec;30/01/2020;WAY BEER;Big  - Foz do Iguaçu - Jardim Monjollo;2;8;2;0.2;0.8;10;65.0;18;1;1
ObjectId(5dfa645c8bcf2f0002d883d6);5de7e593d0943c000243b8d8;20/12/2019;LOMAN COGUMELOS;Walmart - Curitiba - Juvevê;1;10;1;0.1;1.0;10;9.0;4;1;1
ObjectId(5dfc40501a424a000284cbc2);5dbc7318a569060002deb531;27/12/2019;LOMAN COGUMELOS;Walmart - Curitiba - Juvevê;0;10;0;0.0;1.0;10;16.0;2;1;1
ObjectId(5e06cc51c211c30002b118bc);5df42838b164a5000205f26b;04/01/2020;LOMAN COGUMELOS;Super Muffato - Maringá - João Paulino;9;10;9;0.9;1.0;10;15.0;4;2;1
ObjectId(5e169e644aab170002abddc4);5dd312edc88e830002a9b769;16/01/2020;LOMAN COGUMELOS;Super Muffato - Londrina - Madre ;4;10;4;0.4;1.0;10;61.0;9;2;1
ObjectId(5e2bb66705d57e0002bab4ed);5e0775a174d8df0002d039c3;01/02/2020;LOMAN COGUMELOS;Super Muffato - Cascavel - Comercial;3;10;3;0.3;1.0;10;12.0;2;1;1
ObjectId(5e2e5958c716f70002c17112);5dfab476f0ed62000288e733;03/02/2020;LOMAN COGUMELOS;Big  - Foz do Iguaçu - Jardim Monjollo;6;8;7;0.6;0.8;10;31.0;6;2;1
ObjectId(5dfd3f4328b4cd00024b57d9);5dd07e89596a5300027525f6;21/12/2019;CONDOR MATRIZ;Condor - Curitiba - João Bettega;0;0;0;0.0;0.0;77;51.0;10;2;1
ObjectId(5e0c127f4719ed000267b10a);5dccd49197f3a60002d3b030;08/01/2020;CONDOR MATRIZ;Condor - Curitiba - Champagnat;7;10;11;0.09;0.13;77;119.0;6;2;1
ObjectId(5e0eb57007702200024cf8b5);5dd937f284c8500002ce188a;10/01/2020;CONDOR MATRIZ;Condor -  Araucária - Bairro Costeira;14;70;14;0.18;0.91;77;164.0;23;2;1
ObjectId(5e0eb57b20f3d80002224fe9);5df446bd0068820002871100;10/01/2020;CONDOR MATRIZ;Condor - Curitiba - Champagnat;13;39;25;0.17;0.51;77;249.0;10;1;1
ObjectId(5e13fb72737f570002c19f1c);5dd937f284c8500002ce188a;14/01/2020;CONDOR MATRIZ;Condor -  Araucária - Bairro Costeira;13;74;13;0.17;0.96;77;182.0;23;1;1
ObjectId(5e0034dc5ce63700025a715a);5df0f157585efe000206b2ef;30/12/2019;AMABENE (CÂMARA FRIA);Condor - Curitiba - Derosso;1;1;1;0.17;0.17;6;6.0;4;1;1
ObjectId(5e06cc75525fda00023ee92f);5df0f157585efe000206b2ef;04/01/2020;AMABENE (CÂMARA FRIA);Condor - Curitiba - Sítio Cercado;1;1;1;0.17;0.17;6;5.0;4;1;1
ObjectId(5dfcc4bfe7d789000201d556);5defa9ef60d09d0002e75bc8;26/12/2019;AMABENE (CÂMARA FRIA);Max Atacadista - Campo Comprido;6;8;6;0.67;0.89;9;;2;1;1
ObjectId(5dfcd760f6b81b00026236e4);5ded4938b3d8a700027f005c;27/12/2019;AMABENE (CÂMARA FRIA);Triunfo Supermercados - Curitiba - Barrerinha;6;19;6;0.32;1.0;19;18.0;8;2;1
ObjectId(5dfcd782f6b81b00026236f4);5de83e76a54c920002ca88d2;27/12/2019;AMABENE (CÂMARA FRIA);Italo - Curitiba;0;10;0;0.0;0.63;16;12.0;16;2;1
ObjectId(5e057ad6b3977e0002480fba);5dbf4c6abdda6a0002b68276;03/01/2020;AMABENE (CÂMARA FRIA);Italo - Curitiba;6;14;8;0.38;0.88;16;43.0;5;2;1
ObjectId(5e057ac9ea6a540002ef7b97);5dec377710986b00021098f8;03/01/2020;AMABENE (CÂMARA FRIA);Circuito Atacadista;0;20;0;0.0;1.0;20;9.0;4;2;1
ObjectId(5e270c387d04a2000262ac0d);5d5aa99f83a3dd0002fed554;22/01/2020;AMABENE (CÂMARA FRIA);Circuito Atacadista;2;1;2;0.1;0.05;20;116.0;21;2;1
ObjectId(5e0c126bc800420002539c0c);5e0a053ed7fbda0002ae1c7e;08/01/2020;AMABENE (CÂMARA FRIA);Stresser - Itaperuçu;5;7;7;0.19;0.26;27;121.0;8;2;1
ObjectId(5dfd3a7633298b0002710024);5dd4a32e33d62b0002388828;26/12/2019;AMABENE (CÂMARA FRIA);Stresser - Rio Branco do Sul;16;18;18;0.59;0.67;27;14.0;6;2;1
ObjectId(5e0d63f738e0f90002c5ff29);5e0a053ed7fbda0002ae1c7e;09/01/2020;AMABENE (CÂMARA FRIA);Stresser - Rio Branco do Sul;11;24;11;0.41;0.89;27;84.0;9;2;1
ObjectId(5e1e87731c71360002b4990d);5e0a053ed7fbda0002ae1c7e;22/01/2020;AMABENE (CÂMARA FRIA);Stresser - Rio Branco do Sul;11;24;11;0.41;0.89;27;94.0;11;2;1
ObjectId(5e1e877648671100029a44de);5dcd1e4497f3a60002d3bcff;22/01/2020;AMABENE (CÂMARA FRIA);Supermercados Goes - S. J. dos Pinhais - Afonso Pena;2;7;2;0.22;0.78;9;20.0;6;2;1
ObjectId(5dfd3a484161d20002fc582f);5d55d5b2bb4e0f0002312e00;26/12/2019;AMABENE (CÂMARA FRIA);Supermercado Gabão - Santa Helena;6;15;6;0.27;0.68;22;31.0;14;2;1
ObjectId(5e27118fcecb2d000268fe0d);5de7e79f8e73d000020b2c61;23/01/2020;AMABENE (CÂMARA FRIA);Supermercado Jóia - São josé dos Pinhais -  Colônia Rio Grande;0;18;0;0.0;1.0;18;14.0;6;2;1
ObjectId(5e1be47d8b903300021e80ff);5e12b22c540dfd00020adcbd;20/01/2020;AMABENE (CÂMARA FRIA);Mercado Santos - Colombo;9;20;10;0.41;0.91;22;104.0;19;1;1
ObjectId(5dfd3fc633298b00027103ff);5df0f157585efe000206b2ef;21/12/2019;CONDOR MATRIZ;Condor - Curitiba - Pinheirinho;0;0;0;0.0;0.0;59;8.0;4;1;1
ObjectId(5dff5bc45ce63700025a129d);5dd5254933d62b000238addf;23/12/2019;CONDOR MATRIZ;Condor - Curitiba - João Bettega;0;0;0;0.0;0.0;59;160.0;10;1;1
ObjectId(5e0d63f38af78b00023b4790);5dd937f284c8500002ce188a;09/01/2020;CONDOR MATRIZ;Condor -  Araucária - Bairro Costeira;22;59;22;0.37;1.0;59;224.0;12;1;1
ObjectId(5e0eb5696a87df0002ea1ed2);5d9f89dd18bb460002151a1f;10/01/2020;CONDOR MATRIZ;Condor -  Araucária - Bairro Costeira;37;57;37;0.63;0.97;59;89.0;4;1;1
