activityId,date,workerId,companyName,establishmentName,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateOfRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating,marker
5df305d37561f90002c3c41e,2019-12-20,5dae645a554d5300020e450d,LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,4,11,4,0.36,1.0,11,25.0,6,5.0,0
5dd207f2f1ca4700028e4bc8,2019-11-22,5d1eb0ac05834f0002a6f85f,LIZER DISTRIBUIDORA,Verde Mais - Hauer,3,12,4,0.21,0.86,14,39.0,6,5.0,0
5dfc4061a1f83700029389cf,2019-12-27,5d16487bb67b2200027fd0b0,LIZER DISTRIBUIDORA,Verde Mais - Xaxim,5,13,6,0.36,0.93,14,32.0,2,5.0,0
5dd207f9f1ca4700028e4bd2,2019-11-22,5da71b107fb7170002ad6e33,LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,8,22,10,0.32,0.88,25,57.0,8,2.0,1
5e057af06e5c7f0002b402e8,2020-01-03,5d0983ec6045c10002f8d5f6,LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,8,25,8,0.32,1.0,25,34.0,6,4.0,0
5e0eb567317064000264aa5e,2020-01-10,5da71b107fb7170002ad6e33,LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,11,25,11,0.44,1.0,25,19.0,6,3.5,0
5df305ea13bdb1000249f1c4,2019-12-20,5df0f157585efe000206b2ef,LIZER DISTRIBUIDORA,Super Boni - Alto Boqueirão,23,24,23,0.88,0.92,26,19.0,2,3.0,0
5dfc4062714b8700023d87e4,2019-12-27,5dd0aa510ab3830002cda43b,LIZER DISTRIBUIDORA,Super Boni - Alto Boqueirão,23,26,23,0.88,1.0,26,16.0,4,5.0,0
5e057af56e5c7f0002b402ed,2020-01-03,5d7a4828d1f0070002500813,LIZER DISTRIBUIDORA,Super Boni - Alto Boqueirão,16,26,16,0.62,1.0,26,32.0,10,2.0,1
5db3ba4886baa400028fae81,2019-11-02,5d1fa4239445ca0002ad77d8,DR. SCHAR,,29,34,29,0.83,0.97,35,8.0,4,5.0,0
5deb1cee1944cb0002efd7a0,2019-12-14,5d16487bb67b2200027fd0b0,DR. SCHAR,,24,33,27,0.69,0.94,35,26.0,4,5.0,0
5dc986bb1b671600024fe62b,2019-11-14,5dae1bdcfd8abd000253b680,LIZER DISTRIBUIDORA,Supermercado Fuchspan,10,10,13,0.56,0.56,18,39.0,6,4.0,0
5dd2070af1ca4700028e4abc,2019-11-21,5d7a4828d1f0070002500813,LIZER DISTRIBUIDORA,Supermercado Fuchspan,11,18,11,0.61,1.0,18,12.0,4,2.5,0
5dc78ecec942a0000242ee3d,2019-11-10,5ce824e2992aaf0035e283dc,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,3,3,4,0.13,0.13,23,18.0,10,4.0,0
5dc988e1c1c1a70002db0d7f,2019-11-16,5dae08630e019c0002c520c6,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,21,17,0.65,0.91,23,82.0,12,5.0,0
5dd8a7d76b73180002ed86b0,2019-11-30,5d4f4c5918d17300029d4c85,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,6,23,6,0.26,1.0,23,57.0,18,5.0,0
5de5d6d920ec0100020ce585,2019-12-10,5dcd1e4497f3a60002d3bcff,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,8,22,8,0.35,0.96,23,152.0,21,4.0,0
5df84bcd02fc120002b44789,2019-12-24,5defdd396c712800026eeb02,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,14,22,14,0.61,0.96,23,83.0,6,3.0,0
5dfaeed60a4ab800025d5db2,2019-12-26,5de7e593d0943c000243b8d8,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,17,18,17,0.74,0.78,23,77.0,9,4.0,0
5e01865b3e7ec900028c4717,2019-12-31,5dbb60edcaaa3b000206a06e,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,17,19,17,0.74,0.83,23,41.0,6,4.0,0
5e06cc5555ba14000218d9ef,2020-01-04,5da9244397fc8600020d7556,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,23,16,0.65,1.0,23,262.0,20,4.0,0
5e081dcf9c390b0002273e11,2020-01-05,5df0f157585efe000206b2ef,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,17,18,17,0.74,0.78,23,21.0,2,2.0,1
5e11584d12d47f0002b3d1b4,2020-01-12,5e11237d98775b0002237592,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,19,23,19,0.83,1.0,23,,6,4.0,0
5e1a92ccb7ed360002a5b85f,2020-01-19,5da3d406f211ae00020e4f7d,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,15,23,15,0.65,1.0,23,55.0,10,2.5,0
5dc333618c2f4800024a961e,2019-11-12,5cf2d2b730c6300002c4c1a0,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,5,18,5,0.22,0.78,23,49.0,8,5.0,0
5dd4bf105c11a00002447df3,2019-11-26,5d408d8458eaca000236cc3e,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,20,20,20,0.87,0.87,23,66.0,6,5.0,0
5e042977413433000251990c,2020-01-02,5d5c97f6e512ac0002481158,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,6,6,0,0.26,0.26,23,,13,2.0,1
5e1fd8e039017f0002f4b9db,2020-01-23,5de7e593d0943c000243b8d8,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,5,23,5,0.22,1.0,23,44.0,14,4.0,0
5e291363f1f3e10002dafbb2,2020-01-30,5de7e593d0943c000243b8d8,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,6,21,7,0.26,0.91,23,90.0,23,3.5,0
5df5a8cf3643c40002e6f481,2019-12-22,5d4ca3dd8584f200027201be,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,6,12,7,0.26,0.52,23,167.0,4,1.5,1
5df6fa5ff2701b0002dfa1b1,2019-12-23,5de17a7a3971c80002ee6e9a,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,14,23,14,0.61,1.0,23,12.0,2,1.0,1
5e339f54ad32bd0002862d27,2020-02-07,5df929b0739f8a00029be468,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,6,6,7,0.26,0.26,23,20.0,8,3.5,0
5dd20803f1ca4700028e4be1,2019-11-22,5d137415548651000251a699,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,5,5,5,0.22,0.22,23,34.0,10,5.0,0
5df6fa60f2701b0002dfa1b6,2019-12-23,5d949a01b8c27a0002e7a49f,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,1,2,3,0.04,0.09,23,20.0,8,1.0,1
5df6fa6140340c0002f1e037,2019-12-23,5d949a01b8c27a0002e7a49f,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,1,17,3,0.04,0.74,23,12.0,10,1.5,1
5e0034d82b266f0002a0a9f2,2019-12-30,5d9490d3e200bb0002073e01,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,1,15,1,0.04,0.65,23,22.0,6,3.5,0
5e12a9fa1ee2b40002250b2e,2020-01-13,5dd55e22d49b8e0002893a62,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,16.0,6,5.0,0
5e212a66da1a33000256d356,2020-01-24,5dd55e22d49b8e0002893a62,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,6,23,6,0.26,1.0,23,13.0,4,4.5,0
5e2e59687f04aa00020f3152,2020-02-03,5dd55e22d49b8e0002893a62,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,5,23,5,0.22,1.0,23,106.0,7,4.0,0
5e30fc6749faa8000276fcf7,2020-02-05,5dd55e22d49b8e0002893a62,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,3,23,3,0.13,1.0,23,42.0,6,4.5,0
5de9cb66d74e570002a696a0,2019-12-13,5d9490d3e200bb0002073e01,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Uvaranas,3,8,4,0.13,0.35,23,26.0,7,3.0,0
5e3793db4d386200029a05e3,2020-02-10,5df929b0739f8a00029be468,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Uvaranas,1,1,2,0.04,0.04,23,21.0,18,3.5,0
5dcf77d027211900021eb61d,2019-11-16,5ce897b9b9a066003474ac32,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,8,9,9,0.35,0.39,23,44.0,10,5.0,0
5df305ee13bdb1000249f1c9,2019-12-20,5d9723d972f73d0002ad6123,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,5,9,5,0.22,0.39,23,135.0,16,1.5,1
5e0034da95d4f00002c1d6d7,2019-12-30,5deeb375c3d5ab000280001d,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,6,20,6,0.26,0.87,23,33.0,4,3.0,0
5dd4bd748972600002d54662,2019-11-27,5dd05da4cc984d0002062e49,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,5,23,7,0.22,1.0,23,75.0,10,3.0,0
5dedbfdd213973000223243e,2019-12-16,5d949a01b8c27a0002e7a49f,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,8,20,8,0.35,0.87,23,12.0,4,3.0,0
5e0c126f98f3730002745c31,2020-01-08,5d0c153429889a000276ed1e,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,17,21,17,0.74,0.91,23,44.0,2,3.5,0
5e154cff3a5dec0002809322,2020-01-15,5def565134b96c0002a2071d,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,18,23,18,0.78,1.0,23,18.0,6,4.0,0
5e251eda9945c60002dc5109,2020-01-27,5dd55e22d49b8e0002893a62,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,18,21,19,0.78,0.91,23,16.0,6,4.0,0
5e2e596b7f04aa00020f3166,2020-02-03,5deffda92e207600025a0a75,VINHOS TERRAUSTRAL,Condor -  Maringá  - Av. Paranà,14,21,14,0.61,0.91,23,147.0,12,4.0,0
5e27c1da61f7c10002ab3ea0,2020-01-29,5e1a5aa15a1fe10002ba28a1,TELEPATAS REPRESENTAÇÕES,Condor - Araucária - BR,6,11,0,0.18,0.33,33,133.0,12,3.5,0
5dc3340865087900025eef2c,2019-11-13,5d0983ec6045c10002f8d5f6,TELEPATAS REPRESENTAÇÕES,Condor -  Campo Largo - Loteamento São José,29,33,29,0.88,1.0,33,77.0,8,5.0,0
5df062d58859ce000235d8be,2019-12-18,5d0983ec6045c10002f8d5f6,TELEPATAS REPRESENTAÇÕES,Condor -  Campo Largo - Loteamento São José,5,33,5,0.15,1.0,33,85.0,10,5.0,0
5e0c12677509180002c4f434,2020-01-08,5da8ff299fbc3f000268693e,TELEPATAS REPRESENTAÇÕES,Condor - Colombo - Maracanã,12,13,12,0.36,0.39,33,24.0,13,3.5,0
5dd2063b74a47b0002be85ff,2019-11-20,5d214ecd3cc3870002993d43,TELEPATAS REPRESENTAÇÕES,Condor -  Maringá  - Av. Paranà,26,27,28,0.79,0.82,33,19.0,10,5.0,0
5dc33411e8838c0002542aca,2019-11-13,5ce883eab9a0660034747586,TELEPATAS REPRESENTAÇÕES,Condor - Pinhais - Av. Jacob Macanhan,6,11,9,0.18,0.33,33,110.0,10,5.0,0
5e27c1e91b85e90002b796bd,2020-01-29,5d1e87b2e492330002e8a31d,TELEPATAS REPRESENTAÇÕES,Condor - Pinhais - Av. Jacob Macanhan,5,7,2,0.15,0.21,33,60.0,8,5.0,0
5df062d8edab68000219c2d8,2019-12-18,5d949a01b8c27a0002e7a49f,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Jd. Carvalho,2,0,2,0.06,0.0,33,12.0,13,3.0,0
5e3a36d9587e820002c1db81,2020-02-12,5dd58db3ea8bb1000212e5c3,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Jd. Carvalho,25,33,26,0.76,1.0,33,13.0,10,2.5,0
5e154cfff665c10002cef293,2020-01-15,5d0c153429889a000276ed1e,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Nova Rússia,4,30,4,0.12,0.91,33,26.0,2,1.0,1
5e30fc63bff23d00025a53d3,2020-02-05,5de2999e585cc6000210ad6c,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Nova Rússia,6,33,6,0.18,1.0,33,83.0,18,4.5,0
5dc33418c85c5000028788a8,2019-11-13,5d3757f2f4b56600027083d4,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Oficinas,4,11,6,0.12,0.33,33,34.0,11,5.0,0
5df062d9edab68000219c2e2,2019-12-18,5d3793fb8feafa000279f78e,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Oficinas,6,32,6,0.18,0.97,33,69.0,16,5.0,0
5e1e877814c9e700025cae86,2020-01-22,5d0c153429889a000276ed1e,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Oficinas,5,32,5,0.15,0.97,33,11.0,2,1.0,1
5e1e877914c9e700025cae8b,2020-01-22,5d0c153429889a000276ed1e,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Uvaranas,4,31,4,0.12,0.94,33,10.0,2,1.0,1
5e30fc647f33fb00024dd76d,2020-02-05,5de2999e585cc6000210ad6c,TELEPATAS REPRESENTAÇÕES,Condor - Ponta Grossa - Uvaranas,7,32,8,0.21,0.97,33,128.0,19,5.0,0
5e1e877a0ce02a0002ebb578,2020-01-22,5e0fd3f2fcc51e000294afeb,TELEPATAS REPRESENTAÇÕES,Condor - São José dos Pinhais - Rua Joinville,15,32,15,0.45,0.97,33,61.0,20,4.0,0
5db268dcc5ed8a0002924e47,2019-11-01,5d7a4828d1f0070002500813,TRINDADE MASSAS (CÂMARA FRIA),Recanto 2,3,14,3,0.21,1.0,14,12.0,6,3.5,0
5dd2082974a47b0002be870f,2019-11-22,5d5de453c11dd200025aa40b,TRINDADE MASSAS (CÂMARA FRIA),TokSuper - Capão da Imbuia,2,5,3,0.15,0.38,13,51.0,10,4.0,0
5e0eb55fc5a8720002196737,2020-01-10,5debbb8a4a65960002111fdd,TRINDADE MASSAS (CÂMARA FRIA),TokSuper - Capão da Imbuia,6,12,6,0.46,0.92,13,38.0,8,1.0,1
5e339f62dc68100002e67238,2020-02-07,5de6a61a0fff460002c0493f,TRINDADE MASSAS (CÂMARA FRIA),TokSuper - Capão da Imbuia,4,6,4,0.31,0.46,13,34.0,14,5.0,0
5dd8a7d830d0e7000274e4d9,2019-11-30,5d40fb3f6c2b150002c9bbdf,VINHOS TERRAUSTRAL,Condor -  Londrina,17,23,17,0.74,1.0,23,46.0,2,3.0,0
5ddc9c50e4b35e0002567ab1,2019-12-03,5dd754ad0c1cb60002db67b3,VINHOS TERRAUSTRAL,Condor -  Londrina,8,23,8,0.35,1.0,23,55.0,16,3.0,0
5de879d2002d630002365e51,2019-12-12,5dd754ad0c1cb60002db67b3,VINHOS TERRAUSTRAL,Condor -  Londrina,6,23,6,0.26,1.0,23,35.0,17,3.0,0
5deb1cd53c469300029d37bc,2019-12-14,5d214ecd3cc3870002993d43,VINHOS TERRAUSTRAL,Condor -  Maringá - Av. Colombo,8,19,9,0.35,0.83,23,20.0,12,5.0,0
5def115cc938410002249a49,2019-12-17,5d214ecd3cc3870002993d43,VINHOS TERRAUSTRAL,Condor -  Maringá - Av. Colombo,8,19,8,0.35,0.83,23,28.0,12,4.0,0
5e267062a786f100021c6381,2020-01-28,5e172e99a5f24b0002d77d1e,VINHOS TERRAUSTRAL,Condor -  Maringá - Av. Colombo,14,23,14,0.61,1.0,23,29.0,12,2.5,0
5def115dc938410002249a4e,2019-12-17,5d5fbce49e62520002c27190,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,8,19,8,0.35,0.83,23,100.0,10,1.0,1
5dfd91e9942efd0002fc9155,2019-12-28,5df0f157585efe000206b2ef,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,19,19,19,0.83,0.83,23,20.0,6,5.0,0
5e01866301052e0002d47de1,2019-12-31,5df0f157585efe000206b2ef,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,18,18,18,0.78,0.78,23,3.0,4,3.0,0
5e13fb7044fc46000299e412,2020-01-14,5def2841adb7900002d8841d,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,8,20,8,0.35,0.87,23,129.0,17,5.0,0
5e169e7f617e060002ffa1c6,2020-01-16,5d89e8e1dcd22f0002496741,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,5,22,5,0.22,0.96,23,26.0,10,4.0,0
5e194170df77ff00026b6370,2020-01-18,5e1b674548147c000225b0b3,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,1,14,1,0.04,0.61,23,179.0,4,3.0,0
5e2faad0314a25000266732c,2020-02-04,5e1df7f017428b0002b604bf,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,14,21,14,0.61,0.91,23,95.0,13,4.0,0
5dd8a7e26b73180002ed86c4,2019-11-30,5cf2d2b730c6300002c4c1a0,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,8,17,9,0.35,0.74,23,24.0,6,5.0,0
5ddc9c525d79d400024d2ba4,2019-12-03,5cf2d2b730c6300002c4c1a0,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,5,15,7,0.22,0.65,23,43.0,10,5.0,0
5de1e25f4406b00002686af0,2019-12-07,5d1f657ee97704000234ee22,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,5,19,5,0.22,0.83,23,159.0,13,3.0,0
5def115dc938410002249a53,2019-12-17,5cf2d2b730c6300002c4c1a0,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,8,18,8,0.35,0.78,23,33.0,4,4.0,0
5e04297bad485f0002792e74,2020-01-02,5dd03193d974f4000213e579,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,8,18,9,0.35,0.78,23,20.0,7,3.0,0
5e194171df77ff00026b6375,2020-01-18,5ce9c746b9a0660034769abd,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,14,22,14,0.61,0.96,23,74.0,17,5.0,0
5e2bb66829e8d000023a6870,2020-02-01,5def2841adb7900002d8841d,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,14,23,14,0.61,1.0,23,356.0,9,4.5,0
5dd8a7e26b73180002ed86c9,2019-11-30,5d1574b198473f0002f113bc,VINHOS TERRAUSTRAL,Condor - Araucária - BR,6,22,6,0.26,0.96,23,24.0,10,3.0,0
5de879d8002d630002365e65,2019-12-12,5dcc1b432d4ff20002da7cd0,VINHOS TERRAUSTRAL,Condor - Araucária - BR,16,20,17,0.7,0.87,23,88.0,9,3.0,0
5e0ac0dab9ee4e000281ab03,2020-01-07,5d1b4c5886c7bb0002d46563,VINHOS TERRAUSTRAL,Condor - Araucária - BR,8,23,8,0.35,1.0,23,43.0,10,4.0,0
5e13fb7244fc46000299e41c,2020-01-14,5de7a14fccd3f400029548b6,VINHOS TERRAUSTRAL,Condor - Araucária - BR,8,16,9,0.35,0.7,23,26.0,8,2.0,1
5e169e81e0feb90002112727,2020-01-16,5def2841adb7900002d8841d,VINHOS TERRAUSTRAL,Condor - Araucária - BR,8,21,8,0.35,0.91,23,23.0,12,5.0,0
5e227be72b473f00021f67a7,2020-01-25,5d4ca3dd8584f200027201be,VINHOS TERRAUSTRAL,Condor - Araucária - BR,6,18,8,0.26,0.78,23,48.0,5,3.0,0
5db8af90a1de3f0002c3c492,2019-11-04,5d26953504aeb800021889d5,BRASIL ESPRESSO,Big - Curitiba - Av. das Torres,3,15,3,0.18,0.88,17,14.0,4,4.0,0
5dc1dd5b1bfb8200025fd0b7,2019-11-07,5cebc12eb9a0660034789ef4,VAPZA ALIMENTOS,Rio Verde - Fazendão,2,11,2,0.18,1.0,11,16.0,8,4.0,0
5dc1dd601bfb8200025fd0c1,2019-11-07,5cebc12eb9a0660034789ef4,VAPZA ALIMENTOS,Rio Verde - Hiper Ribeira,2,11,2,0.18,1.0,11,18.0,4,5.0,0
5dc227c21399b2000225f090,2019-11-08,5cebc12eb9a0660034789ef4,MR. CRUMS,Big - Curitiba - Boa Vista,16,21,16,0.76,1.0,21,51.0,4,4.0,0
5db8afefa1de3f0002c3c587,2019-11-04,5d9f89dd18bb460002151a1f,P&G,Max Contemporânea Atacarejo - Araucária,7,44,8,0.13,0.81,54,,70,1.5,1
5dc228111af5cc0002ddf04b,2019-11-08,5da5f89c3778a80002097293,P&G,Max Contemporânea Atacarejo - Araucária,2,44,2,0.04,0.81,54,82.0,74,1.5,1
5db8aed2e8b63000020e0654,2019-11-03,5cc77920e3cc6f003875753a,P&G,Maxxi - Curitiba - Fazendinha,1,0,2,0.02,0.0,56,81.0,44,3.5,0
5db8aed5e8b63000020e065c,2019-11-03,5dae645a554d5300020e450d,P&G,Maxxi - Curitiba - Boqueirão,23,42,24,0.41,0.75,56,222.0,88,3.0,0
5dc332169bc787000226adcc,2019-11-10,5db517e158b2540002dc74f2,P&G,Maxxi - Curitiba - Boqueirão,9,12,19,0.16,0.21,56,70.0,22,3.0,0
5e057ad2d4df8f00020e0777,2020-01-03,5defa9ef60d09d0002e75bc8,TRINDADE MASSAS (CÂMARA FRIA),Zamprogna - Fazendinha,7,7,8,0.58,0.58,12,58.0,10,2.0,1
5db8ae36a1de3f0002c3c30f,2019-11-02,5d37223af61e600002119e7b,P&G,Big - Curitiba - Xaxim,38,96,50,0.28,0.7,138,176.0,62,3.0,0
5dc3332d8c2f4800024a95e4,2019-11-11,5cbf7e97c988da0039803bfb,JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,10,11,10,0.83,0.92,12,9.0,4,5.0,0
5db7aecb3f8edf000209f97a,2019-11-05,5d8bb4e5d056200002225904,JAYFEX CONSULTING,Super Boni - Quatro Barras,11,11,11,0.92,0.92,12,11.0,8,5.0,0
5dc33372c85c5000028787f1,2019-11-12,5ce883eab9a0660034747586,JAYFEX CONSULTING,Super Boni - Quatro Barras,11,12,11,0.92,1.0,12,41.0,4,4.0,0
5ddc9c575886450002a20c52,2019-12-03,5da5e34393e199000227b214,JAYFEX CONSULTING,Super Boni - Quatro Barras,11,12,11,0.92,1.0,12,11.0,8,5.0,0
5de5d6da5280970002068464,2019-12-10,5dd8357ae4d96d00024dac8b,JAYFEX CONSULTING,Super Boni - Quatro Barras,11,12,11,0.92,1.0,12,21.0,4,1.0,1
5def1165c938410002249a80,2019-12-17,5dd8357ae4d96d00024dac8b,JAYFEX CONSULTING,Super Boni - Quatro Barras,11,12,11,0.92,1.0,12,16.0,4,5.0,0
5db8b0ddf85f0d00029f538d,2019-11-06,5da5e34393e199000227b214,JAYFEX CONSULTING,Super Boni - Campina,11,12,11,0.92,1.0,12,101.0,2,4.0,0
5dc1dd701bfb8200025fd0da,2019-11-07,5d214ecd3cc3870002993d43,NOVA ALIANÇA,Condor -  Maringá - Av. Colombo,14,16,15,0.56,0.64,25,19.0,22,5.0,0
5dc33374c85c5000028787f6,2019-11-12,5d214ecd3cc3870002993d43,NOVA ALIANÇA,Condor -  Maringá - Av. Colombo,14,24,14,0.56,0.96,25,17.0,16,5.0,0
5dc8e05364f7880002a1aca6,2019-11-11,5d214ecd3cc3870002993d43,NOVA ALIANÇA,Condor -  Maringá - Av. Colombo,4,13,4,0.31,1.0,13,16.0,14,5.0,0
5dc987041b671600024fe6dc,2019-11-14,5d214ecd3cc3870002993d43,NOVA ALIANÇA,Condor -  Maringá - Av. Colombo,4,12,4,0.31,0.92,13,15.0,14,5.0,0
